Time,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023),Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) North Cyclist,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) South Cyclist,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist West,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks),Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist West,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Clare Rd Side) Cyclist North,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Griffith Avenue (Lane Side) Cyclist North,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B Cyclist,North Strand Rd S/B,North Strand Rd S/B Cyclist IN,North Strand Rd S/B Cyclist OUT,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
15/05/2025 10:00,,,,65,26,39,119,54,65,,,,0,0,0,19,19,0,0,0,0,107,34,73,40,74,74,0,,,,29,0,29
15/05/2025 11:00,,,,103,46,57,83,37,46,,,,0,0,0,10,10,0,0,0,0,102,35,67,32,40,40,0,,,,45,0,45
15/05/2025 12:00,,,,77,38,39,149,78,71,,,,0,0,0,28,28,0,2,2,0,140,60,80,66,62,62,0,,,,46,1,45
15/05/2025 13:00,,,,71,40,31,118,56,62,,,,0,0,0,41,41,0,1,1,0,144,70,74,83,75,75,0,,,,60,0,60
15/05/2025 14:00,,,,64,27,37,133,69,64,,,,0,0,0,18,18,0,1,1,0,143,76,67,100,54,54,0,,,,74,0,74
15/05/2025 15:00,,,,67,28,39,127,50,77,,,,0,0,0,54,54,0,0,0,0,175,105,70,124,53,53,0,,,,63,0,63
15/05/2025 16:00,,,,85,32,53,135,52,83,,,,0,0,0,40,40,0,0,0,0,321,220,101,236,88,88,0,,,,143,0,143
15/05/2025 17:00,,,,154,57,97,232,74,158,,,,0,0,0,48,48,0,0,0,0,508,385,123,445,120,120,0,,,,241,0,241
15/05/2025 18:00,,,,168,42,126,268,68,200,,,,0,0,0,39,39,0,1,1,0,375,236,139,290,112,112,0,,,,162,0,162
15/05/2025 19:00,,,,99,42,57,203,86,117,,,,0,0,0,36,36,0,2,2,0,209,133,76,170,79,79,0,,,,121,1,120
15/05/2025 20:00,,,,82,54,28,172,57,115,,,,0,0,0,39,39,0,0,0,0,160,91,69,111,73,73,0,,,,112,1,111
15/05/2025 21:00,,,,47,26,21,69,35,34,,,,0,0,0,19,19,0,0,0,0,151,95,56,98,57,57,0,,,,74,0,74
15/05/2025 22:00,,,,14,7,7,33,16,17,,,,0,0,0,10,10,0,0,0,0,85,65,20,80,38,38,0,,,,67,0,67
15/05/2025 23:00,,,,1,1,0,11,5,6,,,,0,0,0,7,7,0,0,0,0,56,40,16,42,30,30,0,,,,47,0,47
16/05/2025 00:00,,,,3,0,3,7,1,6,,,,0,0,0,2,2,0,1,1,0,30,25,5,27,13,13,0,,,,23,0,23
16/05/2025 01:00,,,,3,2,1,0,0,0,,,,0,0,0,1,1,0,0,0,0,14,11,3,10,4,4,0,,,,1,0,1
16/05/2025 02:00,,,,1,0,1,2,1,1,,,,0,0,0,0,0,0,0,0,0,6,5,1,14,4,4,0,,,,7,0,7
16/05/2025 03:00,,,,2,1,1,3,0,3,,,,0,0,0,1,1,0,0,0,0,4,1,3,5,1,1,0,,,,6,0,6
16/05/2025 04:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,7,1,6,4,7,7,0,,,,5,0,5
16/05/2025 05:00,,,,13,10,3,15,8,7,,,,0,0,0,1,1,0,0,0,0,20,3,17,8,22,22,0,,,,1,0,1
16/05/2025 06:00,,,,60,30,30,71,39,32,,,,0,0,0,14,14,0,0,0,0,119,21,98,26,116,116,0,,,,12,1,11
16/05/2025 07:00,,,,94,61,33,124,80,44,,,,0,0,0,22,22,0,1,1,0,238,55,183,47,175,175,0,,,,27,0,27
16/05/2025 08:00,,,,102,75,27,145,115,30,,,,0,0,0,61,61,0,21,21,0,465,78,387,58,349,349,0,,,,55,0,55
16/05/2025 09:00,,,,57,31,26,73,45,28,,,,0,0,0,16,16,0,2,2,0,212,34,178,30,150,150,0,,,,31,0,31
16/05/2025 10:00,,,,62,24,38,79,30,49,,,,0,0,0,19,19,0,0,0,0,108,35,73,24,65,65,0,,,,44,1,43
16/05/2025 11:00,,,,62,33,29,100,49,51,,,,0,0,0,12,12,0,1,1,0,92,33,59,44,58,58,0,,,,47,0,47
16/05/2025 12:00,,,,73,32,41,115,51,64,,,,0,0,0,27,27,0,4,4,0,127,59,68,57,82,82,0,,,,42,0,42
16/05/2025 13:00,,,,69,32,37,131,53,78,,,,0,0,0,44,44,0,4,4,0,177,88,89,99,92,92,0,,,,67,0,67
16/05/2025 14:00,,,,79,43,36,113,55,58,,,,0,0,0,43,43,0,6,6,0,170,90,80,87,57,57,0,,,,94,0,94
16/05/2025 15:00,,,,81,40,41,149,62,87,,,,0,0,0,46,46,0,10,10,0,183,106,77,128,65,65,0,,,,97,0,97
16/05/2025 16:00,,,,91,39,52,153,63,90,,,,0,0,0,42,42,0,7,7,0,279,160,119,181,89,89,0,,,,96,0,96
16/05/2025 17:00,,,,123,49,74,218,88,130,,,,0,0,0,33,33,0,3,3,0,370,246,124,235,96,96,0,,,,145,0,145
16/05/2025 18:00,,,,117,46,71,185,91,94,,,,0,0,0,47,47,0,7,7,0,244,141,103,186,96,96,0,,,,127,0,127
16/05/2025 19:00,,,,64,32,32,113,53,60,,,,0,0,0,48,48,0,1,1,0,190,102,88,103,89,89,0,,,,83,1,82
16/05/2025 20:00,,,,40,18,22,80,43,37,,,,0,0,0,25,25,0,2,2,0,158,87,71,78,90,90,0,,,,85,0,85
16/05/2025 21:00,,,,28,19,9,61,31,30,,,,0,0,0,15,15,0,0,0,0,106,66,40,74,64,64,0,,,,65,0,65
16/05/2025 22:00,,,,18,9,9,31,12,19,,,,0,0,0,10,10,0,0,0,0,107,67,40,72,32,32,0,,,,44,0,44
16/05/2025 23:00,,,,9,4,5,18,10,8,,,,0,0,0,4,4,0,0,0,0,57,36,21,50,21,21,0,,,,33,0,33
17/05/2025 00:00,,,,5,2,3,10,2,8,,,,0,0,0,6,6,0,0,0,0,37,27,10,34,17,17,0,,,,36,0,36
17/05/2025 01:00,,,,3,2,1,2,0,2,,,,0,0,0,1,1,0,0,0,0,23,18,5,26,11,11,0,,,,7,0,7
17/05/2025 02:00,,,,1,1,0,5,2,3,,,,0,0,0,1,1,0,0,0,0,16,12,4,9,6,6,0,,,,14,0,14
17/05/2025 03:00,,,,3,0,3,4,1,3,,,,0,0,0,1,1,0,0,0,0,11,7,4,12,1,1,0,,,,19,1,18
17/05/2025 04:00,,,,1,1,0,6,2,4,,,,0,0,0,2,2,0,0,0,0,11,6,5,7,8,8,0,,,,8,1,7
17/05/2025 05:00,,,,5,4,1,7,3,4,,,,0,0,0,3,3,0,0,0,0,9,1,8,3,14,14,0,,,,6,0,6
17/05/2025 06:00,,,,18,5,13,26,6,20,,,,0,0,0,4,4,0,0,0,0,41,16,25,13,21,21,0,,,,2,0,2
17/05/2025 07:00,,,,56,28,28,71,35,36,,,,0,0,0,2,2,0,0,0,0,61,18,43,19,39,39,0,,,,11,0,11
17/05/2025 08:00,,,,95,41,54,120,43,77,,,,0,0,0,15,15,0,0,0,0,89,29,60,24,50,50,0,,,,21,0,21
17/05/2025 09:00,,,,140,63,77,192,79,113,,,,0,0,0,17,17,0,0,0,0,99,32,67,34,52,52,0,,,,32,1,31
17/05/2025 10:00,,,,153,60,93,223,89,134,,,,0,0,0,17,17,0,0,0,0,110,31,79,67,60,60,0,,,,41,0,41
17/05/2025 11:00,,,,203,97,106,273,115,158,,,,0,0,0,19,19,0,1,1,0,113,38,75,61,94,94,0,,,,37,0,37
17/05/2025 12:00,,,,173,89,84,259,129,130,,,,0,0,0,24,24,0,0,0,0,153,57,96,81,94,94,0,,,,63,0,63
17/05/2025 13:00,,,,185,98,87,247,114,133,,,,0,0,0,29,29,0,3,3,0,156,69,87,84,107,107,0,,,,60,0,60
17/05/2025 14:00,,,,171,79,92,253,124,129,,,,0,0,0,36,36,0,5,5,0,120,49,71,96,83,83,0,,,,62,1,61
17/05/2025 15:00,,,,134,59,75,269,114,155,,,,0,0,0,22,22,0,2,2,0,118,56,62,95,87,87,0,,,,54,0,54
17/05/2025 16:00,,,,113,65,48,235,129,106,,,,0,0,0,23,23,0,0,0,0,138,57,81,95,73,73,0,,,,54,1,53
17/05/2025 17:00,,,,121,68,53,240,149,91,,,,0,0,0,27,27,0,1,1,0,137,66,71,99,108,108,0,,,,67,2,65
17/05/2025 18:00,,,,108,56,52,183,86,97,,,,0,0,0,19,19,0,0,0,0,141,65,76,79,96,96,0,,,,54,2,52
17/05/2025 19:00,,,,62,41,21,106,59,47,,,,0,0,0,19,19,0,0,0,0,123,59,64,73,86,86,0,,,,71,0,71
17/05/2025 20:00,,,,51,31,20,101,59,42,,,,0,0,0,24,24,0,0,0,0,109,54,55,61,62,62,0,,,,63,1,62
17/05/2025 21:00,,,,23,13,10,57,33,24,,,,0,0,0,8,8,0,0,0,0,91,52,39,49,58,58,0,,,,34,0,34
17/05/2025 22:00,,,,8,4,4,24,10,14,,,,0,0,0,7,7,0,0,0,0,107,57,50,34,33,33,0,,,,25,0,25
17/05/2025 23:00,,,,7,4,3,28,11,17,,,,0,0,0,8,8,0,0,0,0,65,36,29,54,30,30,0,,,,26,0,26
18/05/2025 00:00,,,,5,3,2,10,4,6,,,,0,0,0,6,6,0,0,0,0,39,25,14,29,15,15,0,,,,25,1,24
18/05/2025 01:00,,,,4,2,2,4,2,2,,,,0,0,0,1,1,0,0,0,0,26,13,13,17,10,10,0,,,,3,0,3
18/05/2025 02:00,,,,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,16,12,4,13,5,5,0,,,,20,0,20
18/05/2025 03:00,,,,3,1,2,2,1,1,,,,0,0,0,1,1,0,0,0,0,12,8,4,12,1,1,0,,,,11,0,11
18/05/2025 04:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,7,4,3,14,5,5,0,,,,5,0,5
18/05/2025 05:00,,,,8,3,5,7,3,4,,,,0,0,0,1,1,0,0,0,0,4,1,3,4,8,8,0,,,,6,0,6
18/05/2025 06:00,,,,17,7,10,19,9,10,,,,0,0,0,4,4,0,0,0,0,29,8,21,10,18,18,0,,,,4,0,4
18/05/2025 07:00,,,,56,23,33,65,27,38,,,,0,0,0,2,2,0,0,0,0,41,10,31,16,31,31,0,,,,12,0,12
18/05/2025 08:00,,,,103,43,60,133,61,72,,,,0,0,0,14,14,0,0,0,0,65,23,42,18,31,31,0,,,,10,0,10
18/05/2025 09:00,,,,149,63,86,186,77,109,,,,0,0,0,19,19,0,0,0,0,74,31,43,37,53,53,0,,,,23,0,23
18/05/2025 10:00,,,,209,88,121,257,99,158,,,,0,0,0,26,26,0,0,0,0,93,31,62,47,71,71,0,,,,19,0,19
18/05/2025 11:00,,,,214,91,123,295,134,161,,,,0,0,0,22,22,0,0,0,0,122,38,84,51,74,74,0,,,,31,0,31
18/05/2025 12:00,,,,218,118,100,320,158,162,,,,0,0,0,38,38,0,1,1,0,152,54,98,58,70,70,0,,,,36,1,35
18/05/2025 13:00,,,,164,84,80,266,108,158,,,,0,0,0,18,18,0,3,3,0,130,50,80,74,62,62,0,,,,32,0,32
18/05/2025 14:00,,,,200,80,120,293,112,181,,,,0,0,0,22,22,0,6,6,0,152,53,99,86,83,83,0,,,,41,2,39
18/05/2025 15:00,,,,159,80,79,280,128,152,,,,0,0,0,24,24,0,3,3,0,110,50,60,90,82,82,0,,,,39,0,39
18/05/2025 16:00,,,,175,94,81,324,190,134,,,,0,0,0,22,22,0,1,1,0,112,46,66,90,94,94,0,,,,39,0,39
18/05/2025 17:00,,,,128,73,55,260,164,96,,,,0,0,0,30,30,0,0,0,0,139,71,68,74,83,83,0,,,,65,0,65
18/05/2025 18:00,,,,110,66,44,227,144,83,,,,0,0,0,28,28,0,0,0,0,127,66,61,72,114,114,0,,,,40,0,40
18/05/2025 19:00,,,,98,58,40,149,87,62,,,,0,0,0,17,17,0,0,0,0,143,95,48,68,70,70,0,,,,62,0,62
18/05/2025 20:00,,,,48,30,18,90,55,35,,,,0,0,0,21,21,0,0,0,0,129,74,55,59,78,78,0,,,,55,0,55
18/05/2025 21:00,,,,31,22,9,62,45,17,,,,0,0,0,13,13,0,0,0,0,78,45,33,51,56,56,0,,,,37,0,37
18/05/2025 22:00,,,,15,10,5,25,12,13,,,,0,0,0,10,10,0,0,0,0,57,36,21,41,29,29,0,,,,29,0,29
18/05/2025 23:00,,,,7,4,3,6,3,3,,,,0,0,0,6,6,0,0,0,0,25,17,8,32,11,11,0,,,,31,0,31
19/05/2025 00:00,,,,2,1,1,3,0,3,,,,0,0,0,2,2,0,0,0,0,12,7,5,8,8,8,0,,,,13,0,13
19/05/2025 01:00,,,,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,0,0,6,4,2,5,7,7,0,,,,7,0,7
19/05/2025 02:00,,,,1,1,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,5,4,1,4,1,1,0,,,,6,0,6
19/05/2025 03:00,,,,2,1,1,4,2,2,,,,0,0,0,0,0,0,0,0,0,5,2,3,4,1,1,0,,,,1,0,1
19/05/2025 04:00,,,,1,1,0,1,1,0,,,,0,0,0,1,1,0,0,0,0,5,0,5,5,5,5,0,,,,3,0,3
19/05/2025 05:00,,,,4,3,1,9,5,4,,,,0,0,0,2,2,0,0,0,0,38,10,28,8,31,31,0,,,,3,0,3
19/05/2025 06:00,,,,39,27,12,53,35,18,,,,0,0,0,11,11,0,0,0,0,143,29,114,24,135,135,0,,,,11,0,11
19/05/2025 07:00,,,,79,64,15,106,87,19,,,,0,0,0,21,21,0,0,0,0,314,67,247,39,240,240,0,,,,28,0,28
19/05/2025 08:00,,,,88,79,9,157,138,19,,,,0,0,0,63,63,0,6,6,0,617,90,527,61,503,503,0,,,,61,0,61
19/05/2025 09:00,,,,41,34,7,64,49,15,,,,0,0,0,13,13,0,0,0,0,234,34,200,30,223,223,0,,,,36,2,34
19/05/2025 10:00,,,,31,16,15,41,20,21,,,,0,0,0,12,12,0,0,0,0,99,28,71,23,62,62,0,,,,21,0,21
19/05/2025 11:00,,,,35,17,18,47,20,27,,,,0,0,0,10,10,0,0,0,0,59,5,54,29,56,56,0,,,,38,0,38
19/05/2025 12:00,,,,26,15,11,44,23,21,,,,0,0,0,15,15,0,2,2,0,75,25,50,60,69,69,0,,,,46,0,46
19/05/2025 13:00,,,,49,25,24,64,30,34,,,,0,0,0,20,20,0,6,6,0,126,52,74,88,77,77,0,,,,59,0,59
19/05/2025 14:00,,,,31,12,19,57,28,29,,,,0,0,0,26,26,0,0,0,0,102,54,48,90,48,48,0,,,,38,0,38
19/05/2025 15:00,,,,56,31,25,69,33,36,,,,0,0,0,46,46,0,3,3,0,154,99,55,123,67,67,0,,,,67,0,67
19/05/2025 16:00,,,,61,21,40,91,32,59,,,,0,0,0,39,39,0,5,5,0,237,156,81,206,74,74,0,,,,107,0,107
19/05/2025 17:00,,,,118,37,81,200,63,137,,,,0,0,0,47,47,0,0,0,0,454,341,113,389,85,85,0,,,,202,1,201
19/05/2025 18:00,,,,133,39,94,189,66,123,,,,0,0,0,34,34,0,0,0,0,350,240,110,237,71,71,0,,,,146,0,146
19/05/2025 19:00,,,,89,27,62,144,60,84,,,,0,0,0,23,23,0,0,0,0,164,109,55,124,68,68,0,,,,105,0,105
19/05/2025 20:00,,,,58,27,31,93,45,48,,,,0,0,0,26,26,0,0,0,0,106,64,42,77,40,40,0,,,,76,0,76
19/05/2025 21:00,,,,34,16,18,54,27,27,,,,0,0,0,12,12,0,0,0,0,73,45,28,51,45,45,0,,,,56,0,56
19/05/2025 22:00,,,,15,6,9,26,11,15,,,,0,0,0,9,9,0,0,0,0,59,34,25,28,20,20,0,,,,38,0,38
19/05/2025 23:00,,,,4,3,1,8,3,5,,,,0,0,0,5,5,0,0,0,0,22,17,5,33,15,15,0,,,,29,0,29
20/05/2025 00:00,,,,3,2,1,5,3,2,,,,0,0,0,1,1,0,0,0,0,14,12,2,9,5,5,0,,,,16,0,16
20/05/2025 01:00,,,,2,2,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,9,6,3,4,4,4,0,,,,1,0,1
20/05/2025 02:00,,,,2,1,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,2,0,3,1,1,0,,,,2,0,2
20/05/2025 03:00,,,,2,1,1,4,1,3,,,,0,0,0,0,0,0,0,0,0,4,3,1,5,1,1,0,,,,6,0,6
20/05/2025 04:00,,,,0,0,0,1,0,1,,,,0,0,0,1,1,0,0,0,0,8,1,7,1,6,6,0,,,,4,0,4
20/05/2025 05:00,,,,10,4,6,13,6,7,,,,0,0,0,5,5,0,0,0,0,23,4,19,4,36,36,0,,,,3,0,3
20/05/2025 06:00,,,,47,35,12,55,42,13,,,,0,0,0,15,15,0,0,0,0,149,24,125,28,129,129,0,,,,9,1,8
20/05/2025 07:00,,,,82,63,19,116,90,26,,,,0,0,0,17,17,0,0,0,0,366,81,285,44,271,271,0,,,,33,1,32
20/05/2025 08:00,,,,120,101,19,187,153,34,,,,0,0,0,59,59,0,3,3,0,745,96,649,37,565,565,0,,,,64,1,63
20/05/2025 09:00,,,,60,42,18,93,59,34,,,,0,0,0,25,25,0,1,1,0,289,49,240,45,263,263,0,,,,42,1,41
20/05/2025 10:00,,,,75,33,42,86,45,41,,,,0,0,0,11,11,0,1,1,0,82,14,68,32,76,76,0,,,,27,0,27
20/05/2025 11:00,,,,59,32,27,76,39,37,,,,0,0,0,14,14,0,0,0,0,94,41,53,36,61,61,0,,,,26,0,26
20/05/2025 12:00,,,,68,42,26,74,28,46,,,,0,0,0,22,22,0,0,0,0,97,46,51,37,68,68,0,,,,64,0,64
20/05/2025 13:00,,,,52,27,25,64,34,30,,,,0,0,0,18,18,0,4,4,0,128,67,61,84,65,65,0,,,,73,1,72
20/05/2025 14:00,,,,33,22,11,53,31,22,,,,0,0,0,26,26,0,6,6,0,121,64,57,81,71,71,0,,,,54,1,53
20/05/2025 15:00,,,,36,17,19,51,22,29,,,,0,0,0,47,47,0,12,12,0,155,109,46,114,63,63,0,,,,69,0,69
20/05/2025 16:00,,,,45,15,30,74,26,48,,,,0,0,0,39,39,0,6,6,0,274,186,88,247,73,73,0,,,,110,0,110
20/05/2025 17:00,,,,89,20,69,139,29,110,,,,0,0,0,37,37,0,4,4,0,498,377,121,452,79,79,0,,,,152,0,152
20/05/2025 18:00,,,,59,9,50,101,19,82,,,,0,0,0,33,33,0,3,3,0,293,225,68,264,61,61,0,,,,111,0,111
20/05/2025 19:00,,,,23,7,16,38,8,30,,,,0,0,0,21,21,0,1,1,0,169,120,49,118,40,40,0,,,,89,0,89
20/05/2025 20:00,,,,27,10,17,38,14,24,,,,0,0,0,13,13,0,0,0,0,134,88,46,94,39,39,0,,,,69,0,69
20/05/2025 21:00,,,,13,6,7,31,8,23,,,,0,0,0,14,14,0,0,0,0,73,41,32,57,39,39,0,,,,42,0,42
20/05/2025 22:00,,,,14,8,6,21,7,14,,,,0,0,0,8,8,0,0,0,0,57,36,21,37,31,31,0,,,,40,0,40
20/05/2025 23:00,,,,3,2,1,7,1,6,,,,0,0,0,4,4,0,0,0,0,19,14,5,38,14,14,0,,,,27,0,27
21/05/2025 00:00,,,,3,1,2,3,1,2,,,,0,0,0,3,3,0,0,0,0,15,8,7,21,9,9,0,,,,14,0,14
21/05/2025 01:00,,,,2,2,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,6,5,1,5,6,6,0,,,,0,0,0
21/05/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,3,2,1,6,1,1,0,,,,6,0,6
21/05/2025 03:00,,,,1,1,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,5,2,3,2,1,1,0,,,,2,0,2
21/05/2025 04:00,,,,1,0,1,3,1,2,,,,0,0,0,3,3,0,2,2,0,6,0,6,1,9,9,0,,,,4,0,4
21/05/2025 05:00,,,,15,8,7,23,13,10,,,,0,0,0,3,3,0,0,0,0,31,4,27,7,30,30,0,,,,2,0,2
21/05/2025 06:00,,,,46,29,17,52,30,22,,,,0,0,0,14,14,0,0,0,0,141,26,115,24,114,114,0,,,,9,0,9
21/05/2025 07:00,,,,86,70,16,118,95,23,,,,0,0,0,25,25,0,0,0,0,366,69,297,44,262,262,0,,,,32,0,32
21/05/2025 08:00,,,,128,106,22,175,145,30,,,,0,0,0,57,57,0,0,0,0,779,115,664,46,524,524,0,,,,60,0,60
21/05/2025 09:00,,,,58,37,21,91,60,31,,,,0,0,0,14,14,0,1,1,0,293,42,251,35,266,266,0,,,,37,1,36
21/05/2025 10:00,,,,76,36,40,100,46,54,,,,0,0,0,13,13,0,0,0,0,115,24,91,24,74,74,0,,,,34,0,34
21/05/2025 11:00,,,,88,46,42,89,48,41,,,,0,0,0,14,14,0,0,0,0,98,29,69,32,64,64,0,,,,33,0,33
21/05/2025 12:00,,,,94,53,41,119,63,56,,,,0,0,0,20,20,0,4,4,0,105,56,49,47,81,81,0,,,,54,2,52
21/05/2025 13:00,,,,88,38,50,126,58,68,,,,0,0,0,26,26,0,7,7,0,151,78,73,90,79,79,0,,,,46,0,46
21/05/2025 14:00,,,,76,38,38,99,39,60,,,,0,0,0,30,30,0,3,3,0,131,62,69,73,69,69,0,,,,58,0,58
21/05/2025 15:00,,,,68,28,40,97,39,58,,,,0,0,0,46,46,0,2,2,0,145,95,50,123,71,71,0,,,,55,1,54
21/05/2025 16:00,,,,100,45,55,140,58,82,,,,0,0,0,31,31,0,2,2,0,295,209,86,239,88,88,0,,,,120,0,120
21/05/2025 17:00,,,,168,62,106,272,87,185,,,,0,0,0,46,46,0,1,1,0,530,382,148,428,126,126,0,,,,224,0,224
21/05/2025 18:00,,,,176,56,120,278,76,202,,,,0,0,0,51,51,0,2,2,0,368,243,125,278,96,96,0,,,,138,0,138
21/05/2025 19:00,,,,140,61,79,223,106,117,,,,0,0,0,37,37,0,0,0,0,255,171,84,161,89,89,0,,,,83,0,83
21/05/2025 20:00,,,,113,59,54,158,97,61,,,,0,0,0,23,23,0,2,2,0,135,87,48,102,75,75,0,,,,80,0,80
21/05/2025 21:00,,,,38,22,16,78,42,36,,,,0,0,0,13,13,0,0,0,0,148,87,61,72,51,51,0,,,,65,0,65
21/05/2025 22:00,,,,21,9,12,48,18,30,,,,0,0,0,13,13,0,0,0,0,94,70,24,71,25,25,0,,,,62,0,62
21/05/2025 23:00,,,,8,3,5,21,7,14,,,,0,0,0,6,6,0,0,0,0,41,30,11,37,20,20,0,,,,40,0,40
22/05/2025 00:00,,,,2,1,1,10,3,7,,,,0,0,0,4,4,0,0,0,0,26,19,7,29,15,15,0,,,,22,0,22
22/05/2025 01:00,,,,3,2,1,2,1,1,,,,0,0,0,2,2,0,0,0,0,15,12,3,10,7,7,0,,,,3,0,3
22/05/2025 02:00,,,,1,1,0,5,3,2,,,,0,0,0,0,0,0,0,0,0,4,3,1,4,2,2,0,,,,8,0,8
22/05/2025 03:00,,,,2,1,1,3,0,3,,,,0,0,0,0,0,0,0,0,0,8,5,3,5,0,0,0,,,,3,0,3
22/05/2025 04:00,,,,3,2,1,4,1,3,,,,0,0,0,2,2,0,0,0,0,2,2,0,2,9,9,0,,,,5,0,5
22/05/2025 05:00,,,,8,4,4,13,6,7,,,,0,0,0,3,3,0,0,0,0,37,4,33,4,31,31,0,,,,2,0,2
22/05/2025 06:00,,,,45,30,15,58,37,21,,,,0,0,0,14,14,0,0,0,0,148,24,124,28,108,108,0,,,,9,0,9
22/05/2025 07:00,,,,106,83,23,139,107,32,,,,0,0,0,22,22,0,6,6,0,345,72,273,49,279,279,0,,,,33,0,33
22/05/2025 08:00,,,,126,106,20,204,165,39,,,,0,0,0,57,57,0,22,22,0,713,115,598,59,548,548,0,,,,55,0,55
22/05/2025 09:00,,,,56,37,19,86,55,31,,,,0,0,0,18,18,0,2,2,0,304,46,258,41,279,279,0,,,,27,0,27
22/05/2025 10:00,,,,63,35,28,90,45,45,,,,0,0,0,11,11,0,1,1,0,130,53,77,35,85,85,0,,,,27,0,27
22/05/2025 11:00,,,,52,23,29,62,28,34,,,,0,0,0,7,7,0,1,1,0,99,30,69,38,65,65,0,,,,29,0,29
22/05/2025 12:00,,,,57,33,24,80,39,41,,,,0,0,0,22,22,0,1,1,0,94,38,56,67,84,84,0,,,,43,0,43
22/05/2025 13:00,,,,49,25,24,82,41,41,,,,0,0,0,33,33,0,4,4,0,129,62,67,92,84,84,0,,,,61,1,60
22/05/2025 14:00,,,,42,19,23,67,29,38,,,,0,0,0,22,22,0,2,2,0,137,75,62,118,65,65,0,,,,72,0,72
22/05/2025 15:00,,,,53,25,28,65,26,39,,,,0,0,0,43,43,0,2,2,0,183,121,62,119,68,68,0,,,,53,0,53
22/05/2025 16:00,,,,83,35,48,128,45,83,,,,0,0,0,42,42,0,10,10,0,313,205,108,239,71,71,0,,,,110,1,109
22/05/2025 17:00,,,,135,41,94,184,53,131,,,,0,0,0,50,50,0,6,6,0,491,335,156,372,111,111,0,,,,185,0,185
22/05/2025 18:00,,,,156,40,116,232,84,148,,,,0,0,0,47,47,0,7,7,0,345,222,123,230,94,94,0,,,,143,0,143
22/05/2025 19:00,,,,108,50,58,150,70,80,,,,0,0,0,30,30,0,2,2,0,247,145,102,150,77,77,0,,,,97,0,97
22/05/2025 20:00,,,,80,35,45,118,46,72,,,,0,0,0,27,27,0,0,0,0,158,89,69,99,62,62,0,,,,78,0,78
22/05/2025 21:00,,,,34,21,13,79,25,54,,,,0,0,0,15,15,0,0,0,0,120,66,54,82,60,60,0,,,,67,0,67
22/05/2025 22:00,,,,15,4,11,34,12,22,,,,0,0,0,12,12,0,1,1,0,87,53,34,70,30,30,0,,,,34,0,34
22/05/2025 23:00,,,,5,1,4,14,2,12,,,,0,0,0,6,6,0,0,0,0,52,44,8,47,16,16,0,,,,43,1,42
23/05/2025 00:00,,,,4,1,3,9,3,6,,,,0,0,0,1,1,0,0,0,0,29,21,8,36,14,14,0,,,,25,0,25
23/05/2025 01:00,,,,2,2,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,15,12,3,15,4,4,0,,,,6,0,6
23/05/2025 02:00,,,,0,0,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,8,7,1,5,2,2,0,,,,12,0,12
23/05/2025 03:00,,,,1,1,0,5,2,3,,,,0,0,0,0,0,0,1,1,0,2,1,1,4,2,2,0,,,,6,0,6
23/05/2025 04:00,,,,1,0,1,3,2,1,,,,0,0,0,1,1,0,0,0,0,8,3,5,5,6,6,0,,,,4,1,3
23/05/2025 05:00,,,,9,7,2,12,8,4,,,,0,0,0,4,4,0,0,0,0,33,5,28,4,36,36,0,,,,4,0,4
