Time,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023),Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) North Cyclist,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) South Cyclist,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist West,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks),Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist West,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Clare Rd Side) Cyclist North,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Griffith Avenue (Lane Side) Cyclist North,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B Cyclist,North Strand Rd S/B,North Strand Rd S/B Cyclist IN,North Strand Rd S/B Cyclist OUT,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
20/04/2025 20:00,,,,16,10,6,31,18,13,,,,0,0,0,4,4,0,4,4,0,58,30,28,36,24,24,0,,,,53,2,51
20/04/2025 21:00,,,,13,7,6,20,9,11,,,,0,0,0,3,3,0,2,2,0,46,35,11,28,33,33,0,,,,44,0,44
20/04/2025 22:00,,,,3,0,3,6,3,3,,,,0,0,0,2,2,0,1,1,0,44,27,17,38,27,27,0,,,,34,0,34
20/04/2025 23:00,,,,2,0,2,6,2,4,,,,0,0,0,1,1,0,3,3,0,35,19,16,29,18,18,0,,,,17,0,17
21/04/2025 00:00,,,,3,2,1,6,3,3,,,,0,0,0,3,3,0,1,1,0,12,6,6,16,9,9,0,,,,5,1,4
21/04/2025 01:00,,,,3,2,1,0,0,0,,,,0,0,0,1,1,0,0,0,0,11,8,3,8,6,6,0,,,,1,0,1
21/04/2025 02:00,,,,2,1,1,2,1,1,,,,0,0,0,0,0,0,0,0,0,3,2,1,6,2,2,0,,,,9,0,9
21/04/2025 03:00,,,,1,1,0,1,1,0,,,,0,0,0,0,0,0,1,1,0,6,3,3,5,2,2,0,,,,9,0,9
21/04/2025 04:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,1,1,0,3,3,0,9,3,3,0,,,,10,1,9
21/04/2025 05:00,,,,2,0,2,3,2,1,,,,0,0,0,1,1,0,1,1,0,11,2,9,2,7,7,0,,,,2,0,2
21/04/2025 06:00,,,,4,3,1,3,1,2,,,,0,0,0,2,2,0,3,3,0,19,4,15,4,16,16,0,,,,4,0,4
21/04/2025 07:00,,,,8,2,6,14,8,6,,,,0,0,0,5,5,0,5,5,0,36,11,25,12,26,26,0,,,,10,0,10
21/04/2025 08:00,,,,42,21,21,57,26,31,,,,0,0,0,3,3,0,5,5,0,27,8,19,16,15,15,0,,,,10,0,10
21/04/2025 09:00,,,,51,17,34,56,18,38,,,,0,0,0,6,6,0,4,4,0,48,18,30,12,35,35,0,,,,26,0,26
21/04/2025 10:00,,,,101,46,55,127,52,75,,,,0,0,0,9,9,0,11,11,0,66,28,38,20,37,37,0,,,,23,0,23
21/04/2025 11:00,,,,136,60,76,163,75,88,,,,0,0,0,18,18,0,10,10,0,67,23,44,21,42,42,0,,,,28,0,28
21/04/2025 12:00,,,,123,68,55,186,94,92,,,,0,0,0,7,7,0,8,8,0,71,25,46,28,66,66,0,,,,42,1,41
21/04/2025 13:00,,,,102,51,51,124,68,56,,,,0,0,0,13,13,0,9,9,0,66,34,32,59,44,44,0,,,,36,0,36
21/04/2025 14:00,,,,71,42,29,124,69,55,,,,0,0,0,14,14,0,3,3,0,76,24,52,56,49,49,0,,,,43,1,42
21/04/2025 15:00,,,,44,19,25,79,39,40,,,,0,0,0,10,10,0,12,12,0,74,36,38,47,36,36,0,,,,55,1,54
21/04/2025 16:00,,,,57,29,28,89,46,43,,,,0,0,0,6,6,0,3,3,0,86,48,38,46,51,51,0,,,,67,0,67
21/04/2025 17:00,,,,54,26,28,103,43,60,,,,0,0,0,12,12,0,14,14,0,82,43,39,64,68,68,0,,,,68,1,67
21/04/2025 18:00,,,,48,29,19,67,31,36,,,,0,0,0,13,13,0,5,5,0,97,52,45,58,65,65,0,,,,67,0,67
21/04/2025 19:00,,,,41,25,16,65,36,29,,,,0,0,0,8,8,0,4,4,0,74,30,44,62,50,50,0,,,,79,2,77
21/04/2025 20:00,,,,30,16,14,87,44,43,,,,0,0,0,7,7,0,6,6,0,70,34,36,45,57,57,0,,,,70,1,69
21/04/2025 21:00,,,,15,7,8,26,12,14,,,,0,0,0,4,4,0,6,6,0,55,31,24,36,29,29,0,,,,45,0,45
21/04/2025 22:00,,,,11,7,4,26,11,15,,,,0,0,0,1,1,0,3,3,0,43,28,15,41,22,22,0,,,,48,1,47
21/04/2025 23:00,,,,6,2,4,6,3,3,,,,0,0,0,2,2,0,1,1,0,16,8,8,30,9,9,0,,,,19,0,19
22/04/2025 00:00,,,,4,2,2,3,3,0,,,,0,0,0,0,0,0,1,1,0,13,8,5,10,7,7,0,,,,8,1,7
22/04/2025 01:00,,,,1,1,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,5,5,0,5,8,8,0,,,,2,0,2
22/04/2025 02:00,,,,0,0,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,4,4,0,6,1,1,0,,,,4,0,4
22/04/2025 03:00,,,,2,1,1,4,1,3,,,,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0,,,,3,0,3
22/04/2025 04:00,,,,2,1,1,3,1,2,,,,0,0,0,0,0,0,0,0,0,6,2,4,3,7,7,0,,,,2,0,2
22/04/2025 05:00,,,,7,6,1,9,4,5,,,,0,0,0,2,2,0,5,5,0,26,2,24,6,30,30,0,,,,2,0,2
22/04/2025 06:00,,,,29,23,6,42,35,7,,,,0,0,0,12,12,0,13,13,0,112,22,90,19,103,103,0,,,,7,0,7
22/04/2025 07:00,,,,62,48,14,79,58,21,,,,0,0,0,18,18,0,6,6,0,269,56,213,30,220,220,0,,,,26,0,26
22/04/2025 08:00,,,,73,59,14,117,93,24,,,,0,0,0,28,28,0,21,21,0,536,57,479,41,431,431,0,,,,44,0,44
22/04/2025 09:00,,,,60,31,29,78,45,33,,,,0,0,0,14,14,0,15,15,0,223,41,182,21,153,153,0,,,,26,0,26
22/04/2025 10:00,,,,49,22,27,75,34,41,,,,0,0,0,13,13,0,12,12,0,92,27,65,22,71,71,0,,,,19,1,18
22/04/2025 11:00,,,,68,33,35,73,31,42,,,,0,0,0,13,13,0,19,19,0,75,27,48,32,47,47,0,,,,23,1,22
22/04/2025 12:00,,,,54,26,28,84,40,44,,,,0,0,0,13,13,0,9,9,0,80,36,44,50,45,45,0,,,,49,0,49
22/04/2025 13:00,,,,49,29,20,64,29,35,,,,0,0,0,19,19,0,17,17,0,86,43,43,69,69,69,0,,,,58,0,58
22/04/2025 14:00,,,,37,12,25,60,28,32,,,,0,0,0,16,16,0,14,14,0,62,51,11,78,52,52,0,,,,54,1,53
22/04/2025 15:00,,,,23,11,12,40,19,21,,,,0,0,0,20,20,0,14,14,0,137,85,52,88,45,45,0,,,,72,0,72
22/04/2025 16:00,,,,24,8,16,46,15,31,,,,0,0,0,13,13,0,18,18,0,194,133,61,189,61,61,0,,,,112,0,112
22/04/2025 17:00,,,,52,9,43,77,18,59,,,,0,0,0,22,22,0,29,29,0,377,279,98,328,56,56,0,,,,154,1,153
22/04/2025 18:00,,,,45,9,36,63,6,57,,,,0,0,0,28,28,0,24,24,0,239,176,63,165,52,52,0,,,,119,0,119
22/04/2025 19:00,,,,14,4,10,20,5,15,,,,0,0,0,13,13,0,4,4,0,117,88,29,81,34,34,0,,,,91,0,91
22/04/2025 20:00,,,,7,3,4,10,2,8,,,,0,0,0,3,3,0,4,4,0,86,52,34,61,34,34,0,,,,64,0,64
22/04/2025 21:00,,,,4,0,4,8,2,6,,,,0,0,0,1,1,0,1,1,0,60,34,26,30,13,13,0,,,,39,1,38
22/04/2025 22:00,,,,3,0,3,6,1,5,,,,0,0,0,3,3,0,1,1,0,41,29,12,18,12,12,0,,,,24,0,24
22/04/2025 23:00,,,,0,0,0,2,1,1,,,,0,0,0,2,2,0,2,2,0,18,14,4,22,12,12,0,,,,18,0,18
23/04/2025 00:00,,,,0,0,0,3,0,3,,,,0,0,0,0,0,0,2,2,0,9,5,4,15,7,7,0,,,,8,0,8
23/04/2025 01:00,,,,1,1,0,0,0,0,,,,0,0,0,2,2,0,0,0,0,9,7,2,2,1,1,0,,,,1,0,1
23/04/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,6,4,2,4,0,0,0,,,,3,0,3
23/04/2025 03:00,,,,2,2,0,3,1,2,,,,0,0,0,0,0,0,0,0,0,3,3,0,3,1,1,0,,,,1,0,1
23/04/2025 04:00,,,,1,0,1,2,0,2,,,,0,0,0,1,1,0,0,0,0,6,1,5,2,9,9,0,,,,5,0,5
23/04/2025 05:00,,,,5,4,1,9,4,5,,,,0,0,0,6,6,0,3,3,0,24,1,23,9,24,24,0,,,,2,0,2
23/04/2025 06:00,,,,24,17,7,34,23,11,,,,0,0,0,11,11,0,8,8,0,130,30,100,20,96,96,0,,,,8,0,8
23/04/2025 07:00,,,,70,58,12,101,83,18,,,,0,0,0,22,22,0,18,18,0,307,55,252,40,220,220,0,,,,21,0,21
23/04/2025 08:00,,,,83,62,21,129,101,28,,,,0,0,0,28,28,0,25,25,0,586,73,513,47,481,481,0,,,,35,0,35
23/04/2025 09:00,,,,34,25,9,62,38,24,,,,0,0,0,7,7,0,13,13,0,237,42,195,37,173,173,0,,,,31,0,31
23/04/2025 10:00,,,,36,18,18,44,18,26,,,,0,0,0,9,9,0,14,14,0,77,17,60,26,63,63,0,,,,25,0,25
23/04/2025 11:00,,,,45,18,27,59,23,36,,,,0,0,0,10,10,0,7,7,0,93,36,57,21,66,66,0,,,,34,1,33
23/04/2025 12:00,,,,43,26,17,73,49,24,,,,0,0,0,20,20,0,12,12,0,79,36,43,55,66,66,0,,,,52,1,51
23/04/2025 13:00,,,,29,16,13,57,27,30,,,,0,0,0,16,16,0,18,18,0,84,43,41,63,61,61,0,,,,56,0,56
23/04/2025 14:00,,,,38,22,16,71,37,34,,,,0,0,0,10,10,0,11,11,0,106,61,45,65,46,46,0,,,,48,0,48
23/04/2025 15:00,,,,49,24,25,65,25,40,,,,0,0,0,12,12,0,14,14,0,127,83,44,88,55,55,0,,,,59,0,59
23/04/2025 16:00,,,,63,22,41,96,34,62,,,,0,0,0,16,16,0,24,24,0,246,156,90,203,63,63,0,,,,92,1,91
23/04/2025 17:00,,,,102,37,65,151,40,111,,,,0,0,0,39,39,0,24,24,0,429,320,109,363,94,94,0,,,,166,1,165
23/04/2025 18:00,,,,95,26,69,160,42,118,,,,0,0,0,34,34,0,28,28,0,312,226,86,278,86,86,0,,,,165,0,165
23/04/2025 19:00,,,,70,19,51,105,35,70,,,,0,0,0,22,22,0,18,18,0,173,116,57,135,58,58,0,,,,118,0,118
23/04/2025 20:00,,,,68,30,38,109,51,58,,,,0,0,0,11,11,0,6,6,0,125,79,46,91,48,48,0,,,,74,0,74
23/04/2025 21:00,,,,22,10,12,38,19,19,,,,0,0,0,10,10,0,5,5,0,90,60,30,50,39,39,0,,,,71,0,71
23/04/2025 22:00,,,,14,8,6,25,7,18,,,,0,0,0,3,3,0,2,2,0,66,43,23,46,24,24,0,,,,50,0,50
23/04/2025 23:00,,,,2,0,2,12,5,7,,,,0,0,0,1,1,0,1,1,0,26,16,10,28,13,13,0,,,,23,0,23
24/04/2025 00:00,,,,6,1,5,6,2,4,,,,0,0,0,3,3,0,1,1,0,19,12,7,18,11,11,0,,,,23,0,23
24/04/2025 01:00,,,,2,2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,0,,,,1,0,1
24/04/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,5,5,0,5,1,1,0,,,,6,0,6
24/04/2025 03:00,,,,2,1,1,4,2,2,,,,0,0,0,0,0,0,1,1,0,5,4,1,5,2,2,0,,,,4,0,4
24/04/2025 04:00,,,,2,1,1,4,2,2,,,,0,0,0,0,0,0,0,0,0,7,1,6,1,10,10,0,,,,6,0,6
24/04/2025 05:00,,,,5,2,3,11,4,7,,,,0,0,0,4,4,0,5,5,0,31,5,26,5,30,30,0,,,,4,0,4
24/04/2025 06:00,,,,32,22,10,39,32,7,,,,0,0,0,15,15,0,12,12,0,131,33,98,18,127,127,0,,,,9,0,9
24/04/2025 07:00,,,,74,59,15,106,83,23,,,,0,0,0,18,18,0,23,23,0,289,53,236,51,208,208,0,,,,28,1,27
24/04/2025 08:00,,,,92,72,20,135,110,25,,,,0,0,0,27,27,0,27,27,0,607,69,538,49,449,449,0,,,,67,0,67
24/04/2025 09:00,,,,68,37,31,98,53,45,,,,0,0,0,20,20,0,19,19,0,228,34,194,34,221,221,0,,,,46,0,46
24/04/2025 10:00,,,,58,27,31,81,42,39,,,,0,0,0,14,14,0,14,14,0,111,22,89,36,88,88,0,,,,25,0,25
24/04/2025 11:00,,,,78,45,33,103,48,55,,,,0,0,0,16,16,0,16,16,0,105,33,72,30,62,62,0,,,,48,0,48
24/04/2025 12:00,,,,72,37,35,100,43,57,,,,0,0,0,20,20,0,10,10,0,99,44,55,60,65,65,0,,,,69,0,69
24/04/2025 13:00,,,,75,39,36,112,61,51,,,,0,0,0,24,24,0,18,18,0,145,67,78,62,71,71,0,,,,85,1,84
24/04/2025 14:00,,,,36,18,18,71,31,40,,,,0,0,0,14,14,0,13,13,0,103,45,58,80,57,57,0,,,,74,0,74
24/04/2025 15:00,,,,60,29,31,83,34,49,,,,0,0,0,17,17,0,20,20,0,125,73,52,94,56,56,0,,,,50,0,50
24/04/2025 16:00,,,,81,37,44,97,39,58,,,,0,0,0,21,21,0,24,24,0,238,163,75,187,70,70,0,,,,71,0,71
24/04/2025 17:00,,,,99,37,62,164,56,108,,,,0,0,0,44,44,0,31,31,0,424,312,112,335,85,85,0,,,,208,1,207
24/04/2025 18:00,,,,106,29,77,147,46,101,,,,0,0,0,52,52,0,21,21,0,296,190,106,235,79,79,0,,,,153,0,153
24/04/2025 19:00,,,,72,29,43,95,36,59,,,,0,0,0,17,17,0,25,25,0,206,142,64,164,77,77,0,,,,97,1,96
24/04/2025 20:00,,,,56,27,29,77,37,40,,,,0,0,0,17,17,0,13,13,0,144,97,47,72,50,50,0,,,,102,0,102
24/04/2025 21:00,,,,26,12,14,42,21,21,,,,0,0,0,12,12,0,6,6,0,106,58,48,75,48,48,0,,,,72,0,72
24/04/2025 22:00,,,,6,1,5,21,7,14,,,,0,0,0,7,7,0,8,8,0,73,46,27,56,21,21,0,,,,58,1,57
24/04/2025 23:00,,,,2,0,2,12,3,9,,,,0,0,0,3,3,0,2,2,0,42,30,12,55,13,13,0,,,,21,0,21
25/04/2025 00:00,,,,0,0,0,5,2,3,,,,0,0,0,1,1,0,2,2,0,17,10,7,15,11,11,0,,,,14,1,13
25/04/2025 01:00,,,,2,2,0,1,1,0,,,,0,0,0,2,2,0,2,2,0,10,8,2,6,5,5,0,,,,5,0,5
25/04/2025 02:00,,,,1,0,1,1,0,1,,,,0,0,0,0,0,0,2,2,0,9,8,1,3,2,2,0,,,,8,0,8
25/04/2025 03:00,,,,2,1,1,6,2,4,,,,0,0,0,1,1,0,0,0,0,3,1,2,9,2,2,0,,,,4,0,4
25/04/2025 04:00,,,,1,0,1,2,0,2,,,,0,0,0,0,0,0,0,0,0,6,2,4,6,7,7,0,,,,5,0,5
25/04/2025 05:00,,,,3,3,0,4,2,2,,,,0,0,0,2,2,0,3,3,0,21,2,19,4,24,24,0,,,,3,0,3
25/04/2025 06:00,,,,8,7,1,11,10,1,,,,0,0,0,11,11,0,5,5,0,95,21,74,14,60,60,0,,,,7,0,7
25/04/2025 07:00,,,,21,15,6,27,21,6,,,,0,0,0,10,10,0,8,8,0,176,43,133,27,118,118,0,,,,19,0,19
25/04/2025 08:00,,,,36,28,8,43,33,10,,,,0,0,0,14,14,0,16,16,0,359,49,310,41,220,220,0,,,,31,0,31
25/04/2025 09:00,,,,22,13,9,31,20,11,,,,0,0,0,9,9,0,10,10,0,196,40,156,26,106,106,0,,,,42,0,42
25/04/2025 10:00,,,,15,9,6,19,10,9,,,,0,0,0,7,7,0,8,8,0,68,21,47,25,43,43,0,,,,20,0,20
25/04/2025 11:00,,,,21,8,13,32,16,16,,,,0,0,0,10,10,0,5,5,0,73,22,51,26,46,46,0,,,,33,1,32
25/04/2025 12:00,,,,13,8,5,26,14,12,,,,0,0,0,10,10,0,9,9,0,107,46,61,48,43,43,0,,,,53,0,53
25/04/2025 13:00,,,,18,11,7,26,17,9,,,,0,0,0,13,13,0,10,10,0,120,61,59,58,57,57,0,,,,54,0,54
25/04/2025 14:00,,,,11,3,8,23,11,12,,,,0,0,0,12,12,0,9,9,0,102,51,51,56,60,60,0,,,,67,2,65
25/04/2025 15:00,,,,17,8,9,27,13,14,,,,0,0,0,13,13,0,15,15,0,115,68,47,80,45,45,0,,,,59,0,59
25/04/2025 16:00,,,,18,4,14,37,10,27,,,,0,0,0,9,9,0,15,15,0,176,105,71,117,56,56,0,,,,92,1,91
25/04/2025 17:00,,,,47,17,30,68,17,51,,,,0,0,0,26,26,0,21,21,0,252,165,87,140,79,79,0,,,,136,1,135
25/04/2025 18:00,,,,37,12,25,62,26,36,,,,0,0,0,21,21,0,13,13,0,244,147,97,92,81,81,0,,,,104,0,104
25/04/2025 19:00,,,,27,13,14,49,19,30,,,,0,0,0,19,19,0,7,7,0,135,76,59,80,49,49,0,,,,101,1,100
25/04/2025 20:00,,,,19,11,8,43,18,25,,,,0,0,0,15,15,0,9,9,0,100,60,40,49,65,65,0,,,,66,0,66
25/04/2025 21:00,,,,5,1,4,23,11,12,,,,0,0,0,12,12,0,6,6,0,69,37,32,48,57,57,0,,,,49,0,49
25/04/2025 22:00,,,,7,2,5,12,3,9,,,,0,0,0,3,3,0,6,6,0,47,29,18,54,32,32,0,,,,42,0,42
25/04/2025 23:00,,,,2,1,1,7,0,7,,,,0,0,0,5,5,0,2,2,0,39,24,15,33,23,23,0,,,,38,0,38
26/04/2025 00:00,,,,2,2,0,7,3,4,,,,0,0,0,1,1,0,2,2,0,25,20,5,29,16,16,0,,,,23,0,23
26/04/2025 01:00,,,,1,1,0,3,0,3,,,,0,0,0,0,0,0,0,0,0,16,13,3,10,7,7,0,,,,2,0,2
26/04/2025 02:00,,,,1,1,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,9,8,1,11,6,6,0,,,,11,1,10
26/04/2025 03:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,5,3,2,5,1,1,0,,,,10,1,9
26/04/2025 04:00,,,,1,0,1,1,0,1,,,,0,0,0,1,1,0,0,0,0,5,1,4,7,4,4,0,,,,4,0,4
26/04/2025 05:00,,,,3,1,2,4,3,1,,,,0,0,0,4,4,0,0,0,0,10,3,7,2,9,9,0,,,,3,0,3
26/04/2025 06:00,,,,15,8,7,21,9,12,,,,0,0,0,3,3,0,2,2,0,30,7,23,10,14,14,0,,,,3,0,3
26/04/2025 07:00,,,,48,18,30,66,33,33,,,,0,0,0,2,2,0,7,7,0,37,11,26,19,31,31,0,,,,13,0,13
26/04/2025 08:00,,,,49,22,27,61,27,34,,,,0,0,0,5,5,0,6,6,0,66,27,39,17,43,43,0,,,,21,0,21
26/04/2025 09:00,,,,106,36,70,119,44,75,,,,0,0,0,11,11,0,9,9,0,88,30,58,20,40,40,0,,,,12,0,12
26/04/2025 10:00,,,,80,38,42,126,50,76,,,,0,0,0,12,12,0,11,11,0,95,34,61,35,55,55,0,,,,49,1,48
26/04/2025 11:00,,,,118,54,64,150,65,85,,,,0,0,0,23,23,0,14,14,0,96,35,61,39,59,59,0,,,,52,0,52
26/04/2025 12:00,,,,101,56,45,135,69,66,,,,0,0,0,16,16,0,27,27,0,115,41,74,44,61,61,0,,,,53,1,52
26/04/2025 13:00,,,,128,68,60,170,85,85,,,,0,0,0,23,23,0,24,24,0,113,55,58,65,80,80,0,,,,59,1,58
26/04/2025 14:00,,,,126,66,60,152,81,71,,,,0,0,0,12,12,0,15,15,0,116,49,67,60,56,56,0,,,,49,0,49
26/04/2025 15:00,,,,129,62,67,159,84,75,,,,0,0,0,16,16,0,22,22,0,122,54,68,60,58,58,0,,,,79,0,79
26/04/2025 16:00,,,,85,52,33,140,69,71,,,,0,0,0,16,16,0,10,10,0,94,42,52,69,55,55,0,,,,67,0,67
26/04/2025 17:00,,,,59,26,33,109,59,50,,,,0,0,0,16,16,0,20,20,0,88,40,48,59,60,60,0,,,,58,0,58
26/04/2025 18:00,,,,59,35,24,96,54,42,,,,0,0,0,21,21,0,7,7,0,111,56,55,62,91,91,0,,,,66,0,66
26/04/2025 19:00,,,,56,27,29,97,54,43,,,,0,0,0,16,16,0,11,11,0,112,61,51,55,69,69,0,,,,78,0,78
26/04/2025 20:00,,,,23,15,8,65,32,33,,,,0,0,0,11,11,0,15,15,0,73,36,37,67,75,75,0,,,,40,0,40
26/04/2025 21:00,,,,27,15,12,36,18,18,,,,0,0,0,8,8,0,3,3,0,69,42,27,47,53,53,0,,,,53,0,53
26/04/2025 22:00,,,,5,4,1,17,7,10,,,,0,0,0,11,11,0,6,6,0,60,32,28,47,25,25,0,,,,45,0,45
26/04/2025 23:00,,,,6,6,0,15,4,11,,,,0,0,0,4,4,0,6,6,0,52,35,17,36,25,25,0,,,,35,0,35
27/04/2025 00:00,,,,1,0,1,2,0,2,,,,0,0,0,2,2,0,1,1,0,32,16,16,28,19,19,0,,,,40,0,40
27/04/2025 01:00,,,,4,2,2,2,1,1,,,,0,0,0,2,2,0,1,1,0,20,12,8,22,9,9,0,,,,4,0,4
27/04/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,17,12,5,10,7,7,0,,,,17,0,17
27/04/2025 03:00,,,,4,2,2,4,2,2,,,,0,0,0,0,0,0,0,0,0,6,2,4,21,4,4,0,,,,13,0,13
27/04/2025 04:00,,,,2,1,1,4,2,2,,,,0,0,0,1,1,0,0,0,0,3,2,1,6,4,4,0,,,,5,0,5
27/04/2025 05:00,,,,2,0,2,3,1,2,,,,0,0,0,1,1,0,1,1,0,6,3,3,4,5,5,0,,,,3,0,3
27/04/2025 06:00,,,,5,1,4,6,3,3,,,,0,0,0,2,2,0,3,3,0,26,7,19,5,8,8,0,,,,1,0,1
27/04/2025 07:00,,,,32,12,20,36,13,23,,,,0,0,0,6,6,0,4,4,0,40,12,28,16,32,32,0,,,,9,0,9
27/04/2025 08:00,,,,106,40,66,127,48,79,,,,0,0,0,6,6,0,7,7,0,55,16,39,15,30,30,0,,,,13,0,13
27/04/2025 09:00,,,,104,44,60,124,40,84,,,,0,0,0,14,14,0,17,17,0,58,20,38,17,43,43,0,,,,19,0,19
27/04/2025 10:00,,,,136,55,81,205,81,124,,,,0,0,0,18,18,0,12,12,0,86,27,59,39,45,45,0,,,,28,0,28
27/04/2025 11:00,,,,156,97,59,267,135,132,,,,0,0,0,30,30,0,10,10,0,98,33,65,32,59,59,0,,,,29,0,29
27/04/2025 12:00,,,,146,76,70,224,106,118,,,,0,0,0,21,21,0,41,41,0,126,59,67,57,77,77,0,,,,47,0,47
27/04/2025 13:00,,,,128,67,61,212,103,109,,,,0,0,0,18,18,0,21,21,0,106,45,61,68,87,87,0,,,,55,0,55
27/04/2025 14:00,,,,80,44,36,161,73,88,,,,0,0,0,24,24,0,17,17,0,98,52,46,51,60,60,0,,,,70,0,70
27/04/2025 15:00,,,,85,51,34,139,79,60,,,,0,0,0,12,12,0,21,21,0,108,37,71,45,67,67,0,,,,57,0,57
27/04/2025 16:00,,,,85,43,42,121,64,57,,,,0,0,0,18,18,0,11,11,0,106,47,59,71,85,85,0,,,,53,0,53
27/04/2025 17:00,,,,43,25,18,68,37,31,,,,0,0,0,10,10,0,7,7,0,110,58,52,66,75,75,0,,,,69,1,68
27/04/2025 18:00,,,,34,18,16,76,42,34,,,,0,0,0,16,16,0,16,16,0,121,55,66,55,66,66,0,,,,69,1,68
27/04/2025 19:00,,,,28,15,13,57,25,32,,,,0,0,0,10,10,0,9,9,0,90,44,46,57,56,56,0,,,,64,0,64
27/04/2025 20:00,,,,30,19,11,50,24,26,,,,0,0,0,7,7,0,10,10,0,69,34,35,44,55,55,0,,,,68,0,68
27/04/2025 21:00,,,,10,8,2,27,15,12,,,,0,0,0,7,7,0,6,6,0,66,43,23,42,45,45,0,,,,58,0,58
27/04/2025 22:00,,,,3,2,1,13,6,7,,,,0,0,0,2,2,0,3,3,0,52,35,17,34,28,28,0,,,,53,0,53
27/04/2025 23:00,,,,5,3,2,8,2,6,,,,0,0,0,3,3,0,0,0,0,32,19,13,25,16,16,0,,,,29,0,29
28/04/2025 00:00,,,,2,0,2,3,1,2,,,,0,0,0,2,2,0,2,2,0,14,8,6,15,5,5,0,,,,11,0,11
28/04/2025 01:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,3,1,2,7,4,4,0,,,,3,0,3
28/04/2025 02:00,,,,0,0,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,2,1,1,3,2,2,0,,,,9,0,9
28/04/2025 03:00,,,,1,1,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,2,1,1,4,1,1,0,,,,1,0,1
28/04/2025 04:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,1,1,0,7,3,4,2,8,8,0,,,,5,0,5
28/04/2025 05:00,,,,6,5,1,10,6,4,,,,0,0,0,4,4,0,4,4,0,36,4,32,4,30,30,0,,,,3,0,3
28/04/2025 06:00,,,,40,35,5,43,38,5,,,,0,0,0,13,13,0,9,9,0,137,29,108,23,131,131,0,,,,16,1,15
28/04/2025 07:00,,,,64,50,14,94,70,24,,,,0,0,0,17,17,0,32,32,0,310,58,252,28,231,231,0,,,,30,0,30
28/04/2025 08:00,,,,100,83,17,162,140,22,,,,0,0,0,63,63,0,96,96,0,622,75,547,46,430,430,0,,,,59,1,58
28/04/2025 09:00,,,,46,32,14,71,50,21,,,,0,0,0,11,11,0,15,15,0,220,40,180,2,193,193,0,,,,35,0,35
28/04/2025 10:00,,,,53,28,25,75,27,48,,,,0,0,0,19,19,0,18,18,0,107,34,73,4,79,79,0,,,,24,1,23
28/04/2025 11:00,,,,77,34,43,94,45,49,,,,0,0,0,10,10,0,9,9,0,84,35,49,2,65,65,0,,,,34,0,34
28/04/2025 12:00,,,,65,31,34,91,44,47,,,,0,0,0,16,16,0,18,18,0,92,37,55,10,76,76,0,,,,39,0,39
28/04/2025 13:00,,,,60,26,34,95,33,62,,,,0,0,0,20,20,0,13,13,0,117,61,56,30,66,66,0,,,,70,0,70
28/04/2025 14:00,,,,36,19,17,63,37,26,,,,0,0,0,29,29,0,11,11,0,110,56,54,82,59,59,0,,,,60,0,60
28/04/2025 15:00,,,,45,20,25,67,32,35,,,,0,0,0,57,57,0,33,33,0,162,108,54,110,57,57,0,,,,77,0,77
